Batch_ID,Medicine_Name,Category,Manufacturer,Manufacturing_Date,Expiry_Date,Unit_Cost_USD,Selling_Price_USD,Quantity_In_Stock,Reorder_Level,Sales_Last_30_Days,Storage_Condition,Days_to_Expiry,Daily_Consumption_Rate,Days_to_Exhaust_Stock,Expiry_Risk_Level,AI_Recommendation
BATCH-1147,Gabapentin,Neurology,AstraZeneca,2023-01-03,2025-04-06,25.38,37.67,29,20,304,Cool Dry Place,461,10.1333333333333,2.86184210526315,Low Risk,No immediate action required
BATCH-1148,Atorvastatin,Cardiology,Novartis,2023-03-19,2025-03-08,48.8,71.8,179,55,147,Cool Dry Place,432,4.9,36.5306122448979,Low Risk,No immediate action required
BATCH-1149,Metoprolol,Cardiology,AstraZeneca,2023-02-02,2024-04-27,42.27,73.2,75,98,527,Cool Dry Place,117,17.5666666666666,4.26944971537001,Low Risk,Reorder stock soon
BATCH-1150,Amoxicillin,Antibiotics,GlaxoSmithKline,2023-07-17,2024-08-28,37.83,54.95,370,96,503,Cool Dry Place,240,16.7666666666666,22.0675944333996,Low Risk,No immediate action required
BATCH-1151,Omeprazole,Gastroenterology,Pfizer,2023-04-26,2025-09-24,29.15,47.51,258,98,457,Refrigerated,632,15.2333333333333,16.9365426695842,Low Risk,No immediate action required
BATCH-1152,Azithromycin,Antibiotics,Merck,2023-02-20,2025-02-10,32.79,54.6,489,60,69,Refrigerated,406,2.3,212.608695652173,Low Risk,No immediate action required
BATCH-1153,Lisinopril,Cardiology,Sanofi,2023-06-20,2024-10-05,45.48,67.94,291,64,553,Cool Dry Place,278,18.4333333333333,15.7866184448462,Low Risk,No immediate action required
BATCH-1154,Metformin,Diabetes,Merck,2023-01-14,2024-09-03,33.88,44.3,285,44,88,Room Temperature,246,2.93333333333333,97.1590909090909,Low Risk,No immediate action required
BATCH-1155,Losartan,Cardiology,AstraZeneca,2023-10-31,2024-11-09,45.79,70.12,386,62,115,Room Temperature,313,3.83333333333333,100.695652173913,Low Risk,No immediate action required
BATCH-1156,Azithromycin,Antibiotics,Novartis,2023-09-28,2025-02-05,29.45,49.52,447,33,517,Refrigerated,401,17.2333333333333,25.9381044487427,Low Risk,No immediate action required
BATCH-1157,Omeprazole,Gastroenterology,Merck,2023-10-06,2025-09-05,37.79,62.43,165,89,299,Refrigerated,613,9.96666666666666,16.5551839464882,Low Risk,No immediate action required
BATCH-1158,Gabapentin,Neurology,AstraZeneca,2023-11-23,2026-09-01,26.58,40.02,147,68,239,Refrigerated,974,7.96666666666666,18.4518828451882,Low Risk,No immediate action required
BATCH-1159,Paracetamol,Analgesics,GlaxoSmithKline,2023-09-13,2025-08-12,8.12,11.15,388,28,413,Room Temperature,589,13.7666666666666,28.18401937046,Low Risk,No immediate action required
BATCH-1160,Albuterol,Respiratory,AstraZeneca,2023-08-25,2026-08-17,20.15,26.3,300,46,533,Cool Dry Place,959,17.7666666666666,16.8855534709193,Low Risk,No immediate action required
BATCH-1161,Atorvastatin,Cardiology,Merck,2023-02-03,2024-08-18,42.73,58.45,239,40,87,Room Temperature,230,2.9,82.4137931034482,Low Risk,No immediate action required
BATCH-1162,Sertraline,Psychiatry,Novartis,2023-01-14,2025-06-19,25.5,41.28,100,71,176,Refrigerated,535,5.86666666666666,17.0454545454545,Low Risk,No immediate action required
BATCH-1163,Ibuprofen,Analgesics,AstraZeneca,2023-06-18,2026-04-14,40.07,59.37,168,27,81,Room Temperature,834,2.7,62.2222222222222,Low Risk,No immediate action required
BATCH-1164,Sertraline,Psychiatry,Pfizer,2023-01-24,2024-05-09,29.7,50.97,300,87,489,Room Temperature,129,16.3,18.4049079754601,Low Risk,No immediate action required
BATCH-1165,Metoprolol,Cardiology,GlaxoSmithKline,2023-10-17,2025-12-04,11.94,17.06,37,52,62,Room Temperature,703,2.06666666666666,17.9032258064516,Low Risk,Reorder stock soon
BATCH-1166,Azithromycin,Antibiotics,Merck,2023-11-05,2026-03-05,32.12,52.47,188,26,235,Cool Dry Place,794,7.83333333333333,24.0,Low Risk,No immediate action required
BATCH-1167,Metformin,Diabetes,AstraZeneca,2023-02-12,2025-07-16,3.18,3.99,378,98,408,Cool Dry Place,562,13.6,27.7941176470588,Low Risk,No immediate action required
BATCH-1168,Albuterol,Respiratory,Pfizer,2023-10-17,2025-05-20,33.89,45.1,135,26,575,Room Temperature,505,19.1666666666666,7.04347826086956,Low Risk,No immediate action required
BATCH-1169,Azithromycin,Antibiotics,Pfizer,2023-01-19,2025-12-22,37.63,45.33,272,76,549,Room Temperature,721,18.3,14.863387978142,Low Risk,No immediate action required
BATCH-1170,Losartan,Cardiology,AstraZeneca,2023-08-25,2026-01-09,35.29,56.88,222,30,545,Refrigerated,739,18.1666666666666,12.2201834862385,Low Risk,No immediate action required
BATCH-1171,Metoprolol,Cardiology,Cipla,2023-08-19,2025-08-22,22.94,29.67,113,79,364,Cool Dry Place,599,12.1333333333333,9.31318681318681,Low Risk,No immediate action required
BATCH-1172,Amoxicillin,Antibiotics,GlaxoSmithKline,2023-08-05,2025-07-21,23.08,38.59,53,72,389,Cool Dry Place,567,12.9666666666666,4.08740359897172,Low Risk,Reorder stock soon
BATCH-1173,Amoxicillin,Antibiotics,AstraZeneca,2023-10-27,2026-04-11,30.63,48.97,306,98,488,Cool Dry Place,831,16.2666666666666,18.811475409836,Low Risk,No immediate action required
BATCH-1174,Omeprazole,Gastroenterology,Merck,2023-04-13,2025-02-26,4.85,6.86,409,62,506,Cool Dry Place,422,16.8666666666666,24.2490118577075,Low Risk,No immediate action required
BATCH-1175,Amoxicillin,Antibiotics,Cipla,2023-01-30,2024-06-09,22.43,38.86,115,72,502,Room Temperature,160,16.7333333333333,6.87250996015936,Low Risk,No immediate action required
BATCH-1176,Metformin,Diabetes,AstraZeneca,2023-12-20,2026-07-25,49.2,64.43,237,28,427,Refrigerated,936,14.2333333333333,16.6510538641686,Low Risk,No immediate action required
BATCH-1177,Amoxicillin,Antibiotics,Cipla,2023-10-23,2026-09-17,37.17,63.49,17,46,525,Room Temperature,990,17.5,0.971428571428571,Low Risk,Reorder stock soon
BATCH-1178,Albuterol,Respiratory,AstraZeneca,2023-01-10,2025-01-23,45.5,55.3,499,53,336,Refrigerated,388,11.2,44.5535714285714,Low Risk,No immediate action required
BATCH-1179,Lisinopril,Cardiology,Sanofi,2023-04-05,2025-02-27,28.74,49.81,318,50,381,Room Temperature,423,12.7,25.0393700787401,Low Risk,No immediate action required
BATCH-1180,Losartan,Cardiology,GlaxoSmithKline,2023-10-15,2025-09-24,28.04,40.84,386,69,490,Room Temperature,632,16.3333333333333,23.6326530612244,Low Risk,No immediate action required
BATCH-1181,Paracetamol,Analgesics,Novartis,2023-05-29,2026-03-14,36.06,51.37,98,98,316,Refrigerated,803,10.5333333333333,9.30379746835443,Low Risk,Reorder stock soon
BATCH-1182,Albuterol,Respiratory,GlaxoSmithKline,2023-08-12,2026-02-23,21.83,38.79,43,64,184,Cool Dry Place,784,6.13333333333333,7.01086956521739,Low Risk,Reorder stock soon
BATCH-1183,Lisinopril,Cardiology,GlaxoSmithKline,2023-11-25,2025-06-28,29.37,38.55,342,59,335,Cool Dry Place,544,11.1666666666666,30.6268656716417,Low Risk,No immediate action required
BATCH-1184,Levothyroxine,Endocrinology,Merck,2023-04-07,2025-02-26,23.14,29.56,234,94,308,Cool Dry Place,422,10.2666666666666,22.7922077922077,Low Risk,No immediate action required
BATCH-1185,Metformin,Diabetes,Pfizer,2023-08-30,2025-12-02,38.83,51.27,134,36,256,Refrigerated,701,8.53333333333333,15.703125,Low Risk,No immediate action required
BATCH-1186,Lisinopril,Cardiology,Novartis,2023-03-09,2024-12-15,43.32,61.11,41,60,288,Room Temperature,349,9.6,4.27083333333333,Low Risk,Reorder stock soon
BATCH-1187,Paracetamol,Analgesics,Pfizer,2023-10-11,2025-07-20,28.87,35.95,355,74,3,Refrigerated,566,0.1,3550.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1188,Levothyroxine,Endocrinology,Cipla,2023-12-24,2026-07-02,31.24,40.29,54,32,486,Room Temperature,913,16.2,3.33333333333333,Low Risk,No immediate action required
BATCH-1189,Amlodipine,Cardiology,Cipla,2023-12-17,2025-01-23,11.21,16.67,487,75,28,Cool Dry Place,388,0.933333333333333,521.785714285714,High Risk,Redistribute to high-demand departments immediately
BATCH-1190,Sertraline,Psychiatry,AstraZeneca,2023-11-09,2025-05-21,38.82,52.86,133,55,469,Room Temperature,506,15.6333333333333,8.50746268656716,Low Risk,No immediate action required
BATCH-1191,Amlodipine,Cardiology,Merck,2023-05-27,2025-09-16,46.97,73.68,124,82,217,Cool Dry Place,624,7.23333333333333,17.1428571428571,Low Risk,No immediate action required
BATCH-1192,Atorvastatin,Cardiology,Cipla,2023-02-19,2025-10-28,8.13,10.69,260,60,39,Cool Dry Place,666,1.3,200.0,Low Risk,No immediate action required
BATCH-1193,Albuterol,Respiratory,Pfizer,2023-02-25,2025-11-19,37.85,46.76,418,30,486,Cool Dry Place,688,16.2,25.8024691358024,Low Risk,No immediate action required
BATCH-1194,Metformin,Diabetes,Cipla,2023-07-05,2025-06-24,14.35,24.6,141,58,551,Refrigerated,540,18.3666666666666,7.67695099818511,Low Risk,No immediate action required
BATCH-1195,Lisinopril,Cardiology,Sanofi,2023-11-05,2025-03-02,38.34,56.78,382,73,468,Cool Dry Place,426,15.6,24.4871794871794,Low Risk,No immediate action required
BATCH-1196,Amoxicillin,Antibiotics,Sanofi,2023-12-08,2025-01-06,28.51,40.52,149,90,452,Room Temperature,371,15.0666666666666,9.88938053097345,Low Risk,No immediate action required
BATCH-1197,Levothyroxine,Endocrinology,Pfizer,2023-02-08,2025-01-04,39.56,47.67,171,74,109,Room Temperature,369,3.63333333333333,47.0642201834862,Low Risk,No immediate action required
BATCH-1198,Paracetamol,Analgesics,Cipla,2023-04-25,2025-03-04,7.87,10.35,88,60,284,Refrigerated,428,9.46666666666666,9.29577464788732,Low Risk,No immediate action required
BATCH-1199,Amoxicillin,Antibiotics,Merck,2023-09-11,2025-06-17,33.93,49.52,91,93,504,Cool Dry Place,533,16.8,5.41666666666666,Low Risk,Reorder stock soon
BATCH-1200,Ibuprofen,Analgesics,GlaxoSmithKline,2023-06-04,2024-10-02,43.55,67.16,465,70,558,Cool Dry Place,275,18.6,24.9999999999999,Low Risk,No immediate action required
BATCH-1201,Amlodipine,Cardiology,Sanofi,2023-05-30,2025-11-24,23.03,32.26,64,90,300,Room Temperature,693,10.0,6.4,Low Risk,Reorder stock soon
BATCH-1202,Gabapentin,Neurology,Cipla,2023-10-06,2025-10-21,21.8,27.98,308,57,12,Room Temperature,659,0.4,770.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1203,Azithromycin,Antibiotics,Cipla,2023-02-23,2025-02-09,16.71,28.21,195,81,589,Cool Dry Place,405,19.6333333333333,9.9320882852292,Low Risk,No immediate action required
BATCH-1204,Losartan,Cardiology,Pfizer,2023-04-23,2025-07-13,9.1,11.07,383,75,397,Cool Dry Place,559,13.2333333333333,28.9420654911838,Low Risk,No immediate action required
BATCH-1205,Levothyroxine,Endocrinology,Pfizer,2023-10-02,2025-09-04,32.87,53.36,331,44,383,Refrigerated,612,12.7666666666666,25.9268929503916,Low Risk,No immediate action required
BATCH-1206,Omeprazole,Gastroenterology,Pfizer,2023-10-16,2026-02-02,26.34,42.66,401,81,147,Room Temperature,763,4.9,81.8367346938775,Low Risk,No immediate action required
BATCH-1207,Lisinopril,Cardiology,Pfizer,2023-09-04,2025-08-23,19.31,32.82,329,43,146,Cool Dry Place,600,4.86666666666666,67.6027397260274,Low Risk,No immediate action required
BATCH-1208,Metformin,Diabetes,Pfizer,2023-09-27,2024-10-10,49.54,68.25,206,94,219,Refrigerated,283,7.3,28.2191780821917,Low Risk,No immediate action required
BATCH-1209,Metformin,Diabetes,Cipla,2023-08-12,2026-02-14,47.8,73.61,171,44,161,Cool Dry Place,775,5.36666666666666,31.863354037267,Low Risk,No immediate action required
BATCH-1210,Metformin,Diabetes,Sanofi,2023-04-16,2025-01-01,22.46,37.84,246,50,545,Refrigerated,366,18.1666666666666,13.5412844036697,Low Risk,No immediate action required
BATCH-1211,Omeprazole,Gastroenterology,Merck,2023-01-30,2024-11-09,37.38,47.83,169,25,358,Cool Dry Place,313,11.9333333333333,14.1620111731843,Low Risk,No immediate action required
BATCH-1212,Paracetamol,Analgesics,Novartis,2023-03-09,2024-04-06,11.37,20.09,118,68,203,Cool Dry Place,96,6.76666666666666,17.4384236453201,Low Risk,No immediate action required
BATCH-1213,Metformin,Diabetes,AstraZeneca,2023-08-09,2025-07-27,44.85,78.22,202,58,284,Refrigerated,573,9.46666666666666,21.338028169014,Low Risk,No immediate action required
BATCH-1214,Metformin,Diabetes,Sanofi,2023-05-19,2026-03-28,10.98,16.44,159,44,87,Cool Dry Place,817,2.9,54.8275862068965,Low Risk,No immediate action required
BATCH-1215,Metoprolol,Cardiology,Cipla,2023-09-14,2026-02-16,44.38,54.39,136,86,61,Room Temperature,777,2.03333333333333,66.8852459016393,Low Risk,No immediate action required
BATCH-1216,Ibuprofen,Analgesics,Cipla,2023-09-29,2026-07-19,46.41,83.15,288,59,68,Room Temperature,930,2.26666666666666,127.058823529411,Low Risk,No immediate action required
BATCH-1217,Amoxicillin,Antibiotics,Novartis,2023-08-02,2025-12-07,42.77,73.08,170,50,472,Refrigerated,706,15.7333333333333,10.8050847457627,Low Risk,No immediate action required
BATCH-1218,Metoprolol,Cardiology,AstraZeneca,2023-05-26,2025-05-14,3.18,5.23,94,70,290,Room Temperature,499,9.66666666666666,9.72413793103448,Low Risk,No immediate action required
BATCH-1219,Sertraline,Psychiatry,Merck,2023-11-13,2025-04-28,11.01,15.66,58,64,352,Refrigerated,483,11.7333333333333,4.94318181818181,Low Risk,Reorder stock soon
BATCH-1220,Atorvastatin,Cardiology,AstraZeneca,2023-10-31,2026-06-25,24.29,31.76,280,20,524,Room Temperature,906,17.4666666666666,16.030534351145,Low Risk,No immediate action required
BATCH-1221,Levothyroxine,Endocrinology,Merck,2023-06-18,2024-07-25,16.85,29.93,149,64,42,Cool Dry Place,206,1.4,106.428571428571,Low Risk,No immediate action required
BATCH-1222,Paracetamol,Analgesics,Pfizer,2023-10-01,2025-10-29,39.01,56.04,320,100,533,Refrigerated,667,17.7666666666666,18.0112570356472,Low Risk,No immediate action required
BATCH-1223,Sertraline,Psychiatry,Novartis,2023-01-17,2025-07-14,6.93,12.17,276,87,226,Cool Dry Place,560,7.53333333333333,36.6371681415929,Low Risk,No immediate action required
BATCH-1224,Omeprazole,Gastroenterology,Pfizer,2023-05-26,2025-09-26,2.25,3.55,68,94,557,Cool Dry Place,634,18.5666666666666,3.66247755834829,Low Risk,Reorder stock soon
BATCH-1225,Azithromycin,Antibiotics,Novartis,2023-06-26,2025-03-01,29.51,43.85,64,91,56,Refrigerated,425,1.86666666666666,34.2857142857142,Low Risk,Reorder stock soon
BATCH-1226,Sertraline,Psychiatry,Cipla,2023-08-03,2025-01-28,19.03,31.11,68,60,502,Room Temperature,393,16.7333333333333,4.06374501992031,Low Risk,No immediate action required
BATCH-1227,Metoprolol,Cardiology,GlaxoSmithKline,2023-01-09,2024-02-29,20.54,33.55,75,58,113,Refrigerated,59,3.76666666666666,19.9115044247787,Medium Risk,Monitor closely and run discount/promotion
BATCH-1228,Atorvastatin,Cardiology,Cipla,2023-07-18,2025-03-25,20.49,33.89,112,61,460,Cool Dry Place,449,15.3333333333333,7.30434782608695,Low Risk,No immediate action required
BATCH-1229,Gabapentin,Neurology,AstraZeneca,2023-05-08,2024-12-12,47.73,58.8,319,38,17,Room Temperature,346,0.566666666666666,562.941176470588,High Risk,Redistribute to high-demand departments immediately
BATCH-1230,Metformin,Diabetes,Merck,2023-04-15,2026-01-22,4.56,8.16,7,61,91,Room Temperature,752,3.03333333333333,2.3076923076923,Low Risk,Reorder stock soon
BATCH-1231,Atorvastatin,Cardiology,GlaxoSmithKline,2023-09-19,2026-05-20,8.7,13.89,38,82,206,Room Temperature,870,6.86666666666666,5.53398058252427,Low Risk,Reorder stock soon
BATCH-1232,Metoprolol,Cardiology,AstraZeneca,2023-11-07,2026-02-26,30.7,53.21,190,60,246,Room Temperature,787,8.2,23.170731707317,Low Risk,No immediate action required
BATCH-1233,Omeprazole,Gastroenterology,Novartis,2023-06-30,2024-11-16,24.89,44.15,320,91,556,Refrigerated,320,18.5333333333333,17.2661870503597,Low Risk,No immediate action required
BATCH-1234,Lisinopril,Cardiology,Cipla,2023-12-27,2026-09-28,11.36,16.99,190,95,420,Room Temperature,1001,14.0,13.5714285714285,Low Risk,No immediate action required
BATCH-1235,Losartan,Cardiology,Novartis,2023-10-31,2025-11-24,44.98,57.0,46,63,190,Room Temperature,693,6.33333333333333,7.26315789473684,Low Risk,Reorder stock soon
BATCH-1236,Gabapentin,Neurology,Novartis,2023-09-03,2025-06-03,3.12,5.21,318,73,9,Room Temperature,519,0.3,1060.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1237,Metoprolol,Cardiology,GlaxoSmithKline,2023-03-14,2024-04-24,23.24,32.7,92,78,101,Room Temperature,114,3.36666666666666,27.3267326732673,Low Risk,No immediate action required
BATCH-1238,Paracetamol,Analgesics,Cipla,2023-07-18,2025-04-21,4.71,7.66,474,68,323,Cool Dry Place,476,10.7666666666666,44.0247678018575,Low Risk,No immediate action required
BATCH-1239,Omeprazole,Gastroenterology,Cipla,2023-03-26,2024-12-02,7.35,10.0,462,65,315,Cool Dry Place,336,10.5,44.0,Low Risk,No immediate action required
BATCH-1240,Amoxicillin,Antibiotics,Pfizer,2023-06-05,2025-01-24,9.6,12.38,452,44,293,Room Temperature,389,9.76666666666666,46.2798634812286,Low Risk,No immediate action required
BATCH-1241,Albuterol,Respiratory,Pfizer,2023-10-27,2024-12-03,17.85,30.91,494,31,565,Room Temperature,337,18.8333333333333,26.2300884955752,Low Risk,No immediate action required
BATCH-1242,Albuterol,Respiratory,Novartis,2023-03-20,2024-12-17,8.83,15.0,381,58,51,Cool Dry Place,351,1.7,224.117647058823,Low Risk,No immediate action required
BATCH-1243,Sertraline,Psychiatry,Pfizer,2023-05-29,2025-06-09,47.78,69.69,235,22,28,Cool Dry Place,525,0.933333333333333,251.785714285714,Low Risk,No immediate action required
BATCH-1244,Albuterol,Respiratory,Cipla,2023-10-31,2025-06-07,3.5,4.34,280,67,550,Cool Dry Place,523,18.3333333333333,15.2727272727272,Low Risk,No immediate action required
BATCH-1245,Amlodipine,Cardiology,Cipla,2023-03-13,2025-03-19,25.98,45.88,345,49,401,Refrigerated,443,13.3666666666666,25.8104738154613,Low Risk,No immediate action required
BATCH-1246,Lisinopril,Cardiology,Cipla,2023-02-10,2025-01-06,29.74,47.67,452,48,120,Refrigerated,371,4.0,113.0,Low Risk,No immediate action required
BATCH-1247,Albuterol,Respiratory,GlaxoSmithKline,2023-03-20,2026-03-15,8.5,15.0,40,70,170,Cool Dry Place,804,5.66666666666666,7.05882352941176,Low Risk,Reorder stock soon
BATCH-1248,Lisinopril,Cardiology,GlaxoSmithKline,2023-07-06,2026-05-07,45.67,67.28,440,98,71,Cool Dry Place,857,2.36666666666666,185.915492957746,Low Risk,No immediate action required
BATCH-1249,Omeprazole,Gastroenterology,Pfizer,2023-06-07,2025-06-17,19.6,25.02,47,99,567,Refrigerated,533,18.9,2.48677248677248,Low Risk,Reorder stock soon
BATCH-1250,Amlodipine,Cardiology,Cipla,2023-03-07,2024-08-12,6.08,8.23,45,83,428,Refrigerated,224,14.2666666666666,3.15420560747663,Low Risk,Reorder stock soon
BATCH-1251,Gabapentin,Neurology,GlaxoSmithKline,2023-03-01,2025-10-07,8.68,10.74,394,78,171,Room Temperature,645,5.7,69.1228070175438,Low Risk,No immediate action required
BATCH-1252,Losartan,Cardiology,Merck,2023-12-07,2026-04-08,15.23,26.72,47,83,445,Cool Dry Place,828,14.8333333333333,3.16853932584269,Low Risk,Reorder stock soon
BATCH-1253,Metoprolol,Cardiology,Pfizer,2023-07-15,2024-08-17,5.07,6.45,31,93,444,Cool Dry Place,229,14.8,2.09459459459459,Low Risk,Reorder stock soon
BATCH-1254,Lisinopril,Cardiology,GlaxoSmithKline,2023-11-05,2025-04-07,22.1,37.89,294,100,35,Refrigerated,462,1.16666666666666,251.999999999999,Low Risk,No immediate action required
BATCH-1255,Levothyroxine,Endocrinology,GlaxoSmithKline,2023-04-28,2025-03-02,7.16,12.4,402,96,567,Cool Dry Place,426,18.9,21.2698412698412,Low Risk,No immediate action required
BATCH-1256,Paracetamol,Analgesics,Cipla,2023-06-14,2026-06-10,37.51,66.2,340,52,79,Refrigerated,891,2.63333333333333,129.113924050632,Low Risk,No immediate action required
BATCH-1257,Losartan,Cardiology,GlaxoSmithKline,2023-07-08,2024-12-04,40.35,61.83,67,30,507,Room Temperature,338,16.9,3.96449704142011,Low Risk,No immediate action required
BATCH-1258,Amlodipine,Cardiology,GlaxoSmithKline,2023-10-24,2025-10-26,15.71,27.98,388,70,106,Room Temperature,664,3.53333333333333,109.811320754716,Low Risk,No immediate action required
BATCH-1259,Amoxicillin,Antibiotics,Cipla,2023-10-13,2025-11-04,33.19,54.95,60,33,156,Cool Dry Place,673,5.2,11.5384615384615,Low Risk,No immediate action required
BATCH-1260,Amlodipine,Cardiology,GlaxoSmithKline,2023-02-07,2024-04-26,2.76,4.84,150,92,483,Refrigerated,116,16.1,9.3167701863354,Low Risk,No immediate action required
BATCH-1261,Metformin,Diabetes,GlaxoSmithKline,2023-02-16,2024-08-25,41.87,68.56,496,75,534,Cool Dry Place,237,17.8,27.8651685393258,Low Risk,No immediate action required
BATCH-1262,Gabapentin,Neurology,Merck,2023-03-09,2026-02-04,16.59,23.31,290,86,464,Refrigerated,765,15.4666666666666,18.75,Low Risk,No immediate action required
BATCH-1263,Amoxicillin,Antibiotics,Sanofi,2023-12-01,2025-09-03,21.6,31.15,231,67,561,Refrigerated,611,18.7,12.3529411764705,Low Risk,No immediate action required
BATCH-1264,Albuterol,Respiratory,Pfizer,2023-04-01,2024-05-31,39.67,60.74,138,88,396,Room Temperature,151,13.2,10.4545454545454,Low Risk,No immediate action required
BATCH-1265,Gabapentin,Neurology,Cipla,2023-11-03,2025-09-19,39.53,48.6,500,69,308,Room Temperature,627,10.2666666666666,48.7012987012987,Low Risk,No immediate action required
BATCH-1266,Albuterol,Respiratory,AstraZeneca,2023-12-18,2026-03-25,13.29,17.51,200,40,27,Cool Dry Place,814,0.9,222.222222222222,Low Risk,No immediate action required
BATCH-1267,Atorvastatin,Cardiology,Novartis,2023-09-05,2025-11-03,19.53,26.42,494,43,210,Cool Dry Place,672,7.0,70.5714285714285,Low Risk,No immediate action required
BATCH-1268,Levothyroxine,Endocrinology,Sanofi,2023-04-05,2025-09-09,28.47,36.19,225,37,10,Room Temperature,617,0.333333333333333,675.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1269,Albuterol,Respiratory,Novartis,2023-10-07,2024-11-04,46.68,78.13,166,76,255,Refrigerated,308,8.5,19.5294117647058,Low Risk,No immediate action required
BATCH-1270,Albuterol,Respiratory,AstraZeneca,2023-09-19,2026-02-08,36.92,55.21,68,40,150,Cool Dry Place,769,5.0,13.6,Low Risk,No immediate action required
BATCH-1271,Levothyroxine,Endocrinology,Merck,2023-01-01,2025-03-02,37.1,55.25,266,86,259,Cool Dry Place,426,8.63333333333333,30.8108108108108,Low Risk,No immediate action required
BATCH-1272,Amlodipine,Cardiology,Merck,2023-04-16,2024-05-17,23.25,30.68,103,79,150,Cool Dry Place,137,5.0,20.6,Low Risk,No immediate action required
BATCH-1273,Paracetamol,Analgesics,AstraZeneca,2023-05-03,2025-01-23,9.92,14.27,163,95,363,Room Temperature,388,12.1,13.4710743801652,Low Risk,No immediate action required
BATCH-1274,Metformin,Diabetes,GlaxoSmithKline,2023-03-10,2025-10-04,23.49,30.32,309,68,199,Room Temperature,642,6.63333333333333,46.5829145728643,Low Risk,No immediate action required
BATCH-1275,Amoxicillin,Antibiotics,Pfizer,2023-01-12,2025-02-12,14.48,25.35,280,95,489,Cool Dry Place,408,16.3,17.1779141104294,Low Risk,No immediate action required
BATCH-1276,Losartan,Cardiology,Sanofi,2023-12-01,2026-10-26,16.21,19.5,298,22,597,Refrigerated,1029,19.9,14.9748743718592,Low Risk,No immediate action required
BATCH-1277,Amoxicillin,Antibiotics,Cipla,2023-05-27,2026-05-20,12.17,15.6,466,93,410,Room Temperature,870,13.6666666666666,34.0975609756097,Low Risk,No immediate action required
BATCH-1278,Amlodipine,Cardiology,Merck,2023-05-28,2025-07-03,27.98,34.97,211,30,252,Refrigerated,549,8.4,25.1190476190476,Low Risk,No immediate action required
BATCH-1279,Omeprazole,Gastroenterology,Novartis,2023-06-27,2025-02-12,35.71,49.29,12,88,317,Refrigerated,408,10.5666666666666,1.13564668769716,Low Risk,Reorder stock soon
BATCH-1280,Ibuprofen,Analgesics,Pfizer,2023-06-09,2024-11-28,16.43,20.0,498,32,524,Room Temperature,332,17.4666666666666,28.5114503816793,Low Risk,No immediate action required
BATCH-1281,Levothyroxine,Endocrinology,Sanofi,2023-05-20,2026-04-07,2.32,2.96,147,80,9,Refrigerated,827,0.3,490.0,Low Risk,No immediate action required
BATCH-1282,Amoxicillin,Antibiotics,Sanofi,2023-12-21,2025-03-07,18.97,24.72,258,66,240,Cool Dry Place,431,8.0,32.25,Low Risk,No immediate action required
BATCH-1283,Albuterol,Respiratory,Merck,2023-05-03,2025-05-28,48.13,62.58,444,85,222,Refrigerated,513,7.4,60.0,Low Risk,No immediate action required
BATCH-1284,Amoxicillin,Antibiotics,Sanofi,2023-04-01,2025-05-24,26.23,38.73,143,76,479,Refrigerated,509,15.9666666666666,8.95615866388309,Low Risk,No immediate action required
BATCH-1285,Atorvastatin,Cardiology,Merck,2023-09-29,2024-11-11,46.21,66.32,393,68,5,Refrigerated,315,0.166666666666666,2358.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1286,Metformin,Diabetes,GlaxoSmithKline,2023-05-10,2024-07-10,37.24,58.99,166,76,469,Room Temperature,191,15.6333333333333,10.6183368869936,Low Risk,No immediate action required
BATCH-1287,Amoxicillin,Antibiotics,Sanofi,2023-04-19,2025-05-17,16.3,25.98,299,48,44,Room Temperature,502,1.46666666666666,203.863636363636,Low Risk,No immediate action required
BATCH-1288,Levothyroxine,Endocrinology,Pfizer,2023-06-09,2026-05-21,30.7,39.06,87,58,344,Room Temperature,871,11.4666666666666,7.58720930232558,Low Risk,No immediate action required
BATCH-1289,Levothyroxine,Endocrinology,Cipla,2023-08-17,2026-05-27,24.8,32.69,385,89,408,Cool Dry Place,877,13.6,28.3088235294117,Low Risk,No immediate action required
BATCH-1290,Atorvastatin,Cardiology,GlaxoSmithKline,2023-04-14,2025-08-13,25.67,32.46,475,26,69,Room Temperature,590,2.3,206.521739130434,Low Risk,No immediate action required
BATCH-1291,Atorvastatin,Cardiology,Cipla,2023-08-07,2026-02-22,36.7,62.7,419,80,260,Cool Dry Place,783,8.66666666666666,48.3461538461538,Low Risk,No immediate action required
BATCH-1292,Albuterol,Respiratory,Cipla,2023-09-15,2025-11-16,49.88,79.01,18,75,538,Cool Dry Place,685,17.9333333333333,1.00371747211895,Low Risk,Reorder stock soon
BATCH-1293,Gabapentin,Neurology,AstraZeneca,2023-10-05,2026-07-19,30.27,50.95,108,99,355,Refrigerated,930,11.8333333333333,9.12676056338028,Low Risk,No immediate action required
BATCH-1294,Metoprolol,Cardiology,Pfizer,2023-04-25,2025-11-21,17.12,29.14,438,93,268,Room Temperature,690,8.93333333333333,49.0298507462686,Low Risk,No immediate action required
